u,g,r,i,z,redshift
19.56411,17.82678,16.86038,16.4364,16.11662,0.09983098299999993
19.31752,17.989320000000003,17.39043,17.15377,16.92249,0.05868837309999996
21.14781,19.0279,17.77509,17.317339999999998,16.97544,0.17947809100000003
18.96603,17.543670000000002,16.78594,16.35389,16.06622,0.0943092566000001
18.60061,17.42484,16.71801,16.3119,16.040470000000003,0.1028967380000001
18.3622,16.408839999999998,15.5059,15.100320000000002,14.7946,0.06210300550000002
20.80409,18.80933,17.43096,16.929660000000002,16.581570000000003,0.20166374299999995
19.50571,17.6391,16.70371,16.29265,15.96796,0.09632536649999998
19.87271,18.14507,17.17451,16.74636,16.41048,0.11700947899999986
21.13025,18.80691,17.51226,17.02016,16.629479999999997,0.19166995999999994
20.30429,18.57579,17.75444,17.366,17.0896,0.10611690099999983
17.98536,16.006629999999998,15.12589,14.71579,14.384,0.056675286000000005
19.37862,17.43021,16.49259,16.06579,15.7088,0.08548268650000007
18.83133,17.55235,16.8989,16.54145,16.29213,0.07814238649999988
19.28739,17.55809,16.7977,16.434720000000002,16.120279999999998,0.056361162399999915
20.04743,18.48081,17.8246,17.47764,17.19361,0.0762564474999999
19.32008,17.71275,16.835520000000002,16.44691,16.16615,0.08521507350000004
20.10869,18.35084,17.1392,16.615479999999998,16.18685,0.17565171599999985
19.39479,17.55258,16.59185,16.10846,15.75163,0.09668277950000008
20.46609,18.53892,17.63111,17.232029999999998,16.93279,0.09956596299999988
18.50935,17.33654,16.97002,16.75209,16.578310000000002,0.04318024950000002
19.13216,17.813470000000002,17.08725,16.6858,16.41645,0.11089679200000005
19.74337,17.89228,16.95362,16.52238,16.19107,0.089655401
19.79331,17.8831,16.87694,16.45543,16.048579999999998,0.10391672749999994
20.22874,18.47968,17.59757,17.178539999999998,16.8542,0.08831181550000007
17.34704,15.40956,14.5151,14.09301,13.77846,0.03589939349999996
19.89855,18.36302,17.21136,16.72901,16.44499,0.16887288350000007
17.87097,16.86909,16.56227,16.33631,16.21906,0.03095991199999994
20.74437,18.93542,17.62605,17.08062,16.69417,0.19856874999999988
20.57808,18.4629,17.13925,16.61352,16.33269,0.18487072200000004
19.45375,18.19235,17.421429999999997,17.010479999999998,16.707520000000002,0.11913373850000016
20.43378,18.95635,17.89561,17.36235,16.99631,0.16677605349999994
18.40108,16.67926,15.822679999999998,15.39655,15.0746,0.05290464000000001
19.44689,18.11811,17.40481,17.07803,16.84825,0.08962418400000001
16.423379999999998,14.49677,13.63021,13.21429,12.92308,0.027336673999999977
20.27641,18.56325,17.70447,17.25657,16.89578,0.1289630525000001
19.52494,18.07517,17.429270000000002,16.97718,16.659589999999998,0.09478319049999992
20.47813,18.61936,17.4502,16.97963,16.64324,0.16093324350000004
20.05147,18.31289,17.55846,17.1116,16.83146,0.08768280300000003
20.85488,18.79896,17.51041,16.995910000000002,16.609579999999998,0.20239564000000002
20.27629,18.25619,16.99172,16.50004,16.1417,0.16757275999999993
18.9714,17.70202,17.20666,16.92687,16.73914,0.05973904099999996
21.12767,18.73442,17.342370000000003,16.814339999999998,16.48534,0.2203499629999997
19.04203,17.518710000000002,16.79828,16.37428,16.06219,0.08666411989999999
18.88667,17.5075,16.90028,16.53312,16.37339,0.07503445
19.62755,18.10843,17.2428,16.782970000000002,16.4373,0.12126341549999983
19.72356,17.798170000000002,16.64734,16.18061,15.83389,0.16109598700000013
20.08141,18.07516,17.21329,16.751820000000002,16.43684,0.08442528499999996
20.58312,18.60976,17.62872,17.223029999999998,16.89651,0.11393535449999989
20.57451,18.85198,17.570999999999998,17.08588,16.75111,0.1946108249999997
20.02751,18.09718,17.31204,16.87022,16.58879,0.08295887999999996
19.83331,18.21387,17.380370000000003,16.99737,16.74249,0.09399295800000003
18.46233,17.12955,16.58016,16.25147,16.05462,0.040330206149999936
20.59022,18.51191,17.50829,17.08127,16.71953,0.1231983049999999
18.27941,16.27571,15.348,14.93009,14.58129,0.06519408799999998
21.19896,19.05565,17.63346,17.0967,16.697010000000002,0.2253554750000001
20.58669,18.87683,17.60099,17.10828,16.7445,0.19326705499999985
17.94335,16.80953,16.28451,16.04325,15.89366,0.04598733415000003
18.9784,17.67145,17.01527,16.646179999999998,16.42544,0.08234354300000003
17.808139999999998,16.02145,15.16288,14.751079999999998,14.43402,0.05172799649999996
20.48869,18.74036,17.29757,16.76043,16.380470000000003,0.22366723000000024
21.22645,19.08165,17.65731,17.13041,16.71591,0.21982848499999985
20.24866,18.53455,17.67361,17.20356,16.81605,0.10494188249999999
19.62679,17.70498,16.82105,16.39754,16.162329999999997,0.07412088399999998
20.17534,18.2,17.11807,16.67604,16.30826,0.1343833164999999
18.58144,17.45159,17.08397,16.81242,16.744239999999998,0.04596049449999991
20.64919,18.47505,17.15333,16.63924,16.32265,0.18540852949999995
19.47921,18.20766,17.59807,17.25565,17.008210000000002,0.09702045849999992
19.42801,18.05455,17.31926,16.91355,16.589779999999998,0.08646326099999994
20.64277,18.5597,17.288870000000003,16.79085,16.3996,0.17865425750000008
19.56126,17.728679999999997,16.902910000000002,16.53172,16.22005,0.07556269099999995
18.821,17.666079999999997,17.371760000000002,17.09534,16.9898,0.05641279700000001
20.13409,18.1718,17.120260000000002,16.6741,16.33625,0.12245348599999993
19.63049,18.25025,17.46892,17.0355,16.72302,0.12215460749999997
20.38525,18.41362,17.5656,17.17892,16.91393,0.09445699149999996
19.60629,17.93254,17.02052,16.58821,16.23402,0.09871191550000001
18.69031,17.15684,16.47263,16.093870000000003,15.82845,0.07908564715000005
18.19222,16.61859,15.78504,15.381379999999998,15.11351,0.06198700799999992
18.79142,17.119329999999998,16.304289999999998,15.9056,15.60383,0.05537269749999992
19.09529,17.78246,17.156579999999998,16.82633,16.61421,0.072351133
20.71518,18.54726,17.652620000000002,17.19775,16.853260000000002,0.12604908050000002
17.66649,16.10008,15.29739,14.86722,14.53656,0.04754766000000001
19.22204,17.68499,17.142,16.859370000000002,16.58599,0.05534878949999997
18.29736,16.7318,15.98834,15.62316,15.35605,0.05431640750000005
15.93974,14.63544,14.03096,13.78759,13.61277,0.030213805499999927
20.35811,18.37135,17.32412,16.90038,16.5173,0.1259458060000001
16.48489,14.64259,13.80698,13.39468,13.08872,0.02543463599999997
20.12466,18.12607,17.05571,16.589570000000002,16.27722,0.1351900265000001
20.14661,18.21975,17.29753,16.85574,16.52384,0.10500102600000004
20.49412,18.47726,17.48226,17.055320000000002,16.69859,0.12171199600000016
17.66078,16.48193,15.95492,15.61646,15.39709,0.034035017999999966
18.66092,17.22457,16.46343,16.033379999999998,15.69748,0.08857119750000005
20.37971,18.77359,17.69482,17.20702,16.78989,0.14823506599999992
20.97,19.2111,17.75532,17.222520000000003,16.8798,0.22328773999999946
18.99162,17.26322,16.48476,16.109679999999997,15.79284,0.07797948650000003
19.53129,17.88746,17.02668,16.70738,16.50889,0.0773656910000001
19.80193,17.71645,16.81573,16.39193,16.03301,0.08121446599999987
20.47473,18.72858,17.649279999999997,17.28835,16.82985,0.13677061199999996
18.67515,17.655079999999998,17.145429999999998,16.82389,16.65498,0.07094478699999993
20.23489,18.36567,17.08066,16.583560000000002,16.22795,0.18089090650000006
19.99836,18.60144,17.80881,17.36228,17.03129,0.13948255099999987
19.08057,17.62151,16.92073,16.52658,16.28868,0.09584426550000005
19.92505,17.99006,17.04233,16.593239999999998,16.2731,0.10001966149999991
19.72504,17.88999,16.97925,16.556179999999998,16.25215,0.08447556999999999
20.63106,18.68605,17.57445,17.12527,16.81372,0.15877728900000004
19.49277,17.64795,16.82806,16.414620000000003,16.111810000000002,0.07167982409999998
19.53461,18.00873,17.22516,16.83383,16.498920000000002,0.10484522099999995
19.16038,17.86188,17.28267,16.9137,16.661620000000003,0.08257379649999998
19.69856,18.17332,17.29822,16.83987,16.53271,0.12459409649999996
19.83637,18.33152,17.55562,17.11853,16.816760000000002,0.1035594535
20.0105,18.50106,17.7542,17.324070000000003,17.02466,0.106293127
19.94583,18.20354,17.10657,16.58095,16.2301,0.14867320649999988
18.31144,17.34241,17.007070000000002,16.78517,16.688660000000002,0.04722376199999995
20.16691,18.13639,16.92575,16.45436,16.063589999999998,0.16813580199999995
19.07817,17.3093,16.407429999999998,15.95834,15.62329,0.08062194200000006
19.2281,17.74511,16.81855,16.40329,16.08192,0.10966246450000001
20.52552,18.67703,17.56502,17.12441,16.76791,0.15278936400000012
19.3143,18.25926,17.85204,17.5729,17.425720000000002,0.07913533159999996
17.31338,16.13555,15.66884,15.40333,15.19408,0.03978616019999998
19.33878,17.68864,16.82818,16.3792,16.01897,0.09026986350000002
20.51391,18.32248,17.12429,16.62226,16.27051,0.17092063499999985
25.42873,19.24205,17.59141,16.98066,16.66374,0.26404259099999994
19.51949,17.43224,16.52515,16.12304,15.78687,0.09294856650000001
19.55669,17.61161,16.783920000000002,16.393320000000003,16.08297,0.07194145010000001
19.61302,18.12803,17.404020000000003,16.9427,16.635720000000003,0.10665990699999998
18.5289,16.84571,16.07542,15.663329999999998,15.40209,0.062370927499999985
17.83362,16.26042,15.47914,15.02,14.70147,0.058870445349999814
18.89837,17.761110000000002,17.2526,16.91894,16.770789999999998,0.078450788
19.07036,18.02256,17.37161,17.427139999999998,16.94827,0.06311413355
16.04573,14.087420000000002,13.239070000000002,12.80554,12.50046,0.02858049160000006
17.554560000000002,15.72991,14.95759,14.56381,14.26631,0.03636998249999997
20.03914,18.21777,17.30726,16.885720000000003,16.528010000000002,0.10157916500000001
19.79435,17.99444,17.08676,16.55963,16.16865,0.10646335900000004
19.212,17.63735,16.94933,16.49144,16.17964,0.08724153800000006
19.16676,18.12486,17.75998,17.45947,17.42051,0.07234619950000004
20.57114,18.59388,17.59197,17.19577,16.85824,0.13967875049999998
18.83274,17.656470000000002,17.25007,16.96479,16.860020000000002,0.05477291849999992
20.52487,18.73651,17.69414,17.18034,16.80503,0.13701045949999988
20.02681,18.55896,17.71912,17.25061,16.9629,0.15889594950000022
19.50351,18.33273,17.78148,17.4962,17.35736,0.0773400645
20.82467,18.77504,17.56759,17.08628,16.74035,0.1723996464999999
18.88255,17.27533,16.429660000000002,15.95745,15.64702,0.082523348
20.3667,18.46734,17.38252,16.948079999999997,16.60739,0.14963234349999988
20.58478,18.65376,17.49419,17.01074,16.7319,0.16943842500000017
17.06793,15.66452,15.02124,14.73426,14.56509,0.04002809500000001
20.51127,18.35692,17.27585,16.85725,16.41662,0.13541427899999994
20.05009,18.553,17.45617,16.95971,16.58984,0.15641054749999983
20.75805,18.61686,17.32859,16.834,16.48082,0.18894504500000003
19.74624,18.11936,17.237560000000002,16.852339999999998,16.558139999999998,0.092470131
20.24098,18.4423,17.3833,16.90822,16.4888,0.14067234899999992
20.60042,18.5542,17.45286,16.9492,16.62133,0.15088472300000005
20.30757,18.53867,17.64039,17.21583,16.90599,0.0998126244999999
20.16991,18.10831,16.93214,16.48621,16.14759,0.15745350999999985
19.53125,17.59577,16.4826,16.039179999999998,15.679,0.11770077099999998
18.80853,17.5708,17.07493,16.7603,16.577270000000002,0.06159750099999999
19.03916,17.524379999999997,16.673479999999998,16.298460000000002,15.98866,0.07601798449999991
17.64452,15.65069,14.71185,14.2775,13.93835,0.05241581649999984
19.78956,17.91488,16.993920000000003,16.57467,16.23891,0.08790293050000006
19.32646,18.21137,17.700960000000002,17.4258,17.22812,0.06052673299999999
17.52334,15.92966,15.14563,14.761870000000002,14.42835,0.04359642649999998
19.32309,18.14366,17.796889999999998,17.450210000000002,17.26631,0.07041787499999996
18.82133,17.59703,16.95035,16.54883,16.290429999999997,0.0982379304999999
19.68564,18.31915,17.39676,16.971429999999998,16.66434,0.15130153350000008
18.75276,17.157329999999998,16.4694,16.087979999999998,15.80115,0.08001225664999993
19.50485,17.42915,16.36385,15.98717,15.54788,0.1127897655000001
19.363,18.23491,17.77046,17.46854,17.30424,0.08378289049999994
19.57069,18.06891,17.33323,16.98165,16.734479999999998,0.09312560599999994
18.46347,16.545920000000002,15.65162,15.23316,14.911179999999998,0.055636661499999976
20.20395,18.4183,17.30076,16.832079999999998,16.50649,0.1608736150000001
19.17078,17.28892,16.450570000000003,16.06075,15.74805,0.05650368800000002
20.06133,18.19469,17.03709,16.57583,16.26089,0.1490277340000001
19.5323,18.15155,17.3266,16.9435,16.63747,0.11265295600000008
18.21264,17.02917,16.551370000000002,16.23351,16.0227,0.04692821150000003
20.02054,18.28425,17.25637,16.78809,16.44051,0.1307665685
18.36066,16.8667,16.1188,15.68964,15.39253,0.06648384899999993
19.09481,17.71538,17.11188,16.764860000000002,16.55947,0.058305182499999955
19.71301,18.57698,17.809639999999998,17.46651,17.19055,0.14847758200000025
15.81012,14.85286,14.35535,14.11151,13.8991,0.021481076249999984
19.57617,17.49249,16.39751,15.95222,15.58655,0.12376435749999992
19.96167,18.17244,17.17761,16.76943,16.4829,0.11417776049999993
19.21601,17.77457,16.96568,16.56643,16.31726,0.11160809149999995
19.1886,17.758570000000002,16.96885,16.510279999999998,16.11385,0.10303879799999997
20.28039,18.7106,17.70601,17.219720000000002,16.86599,0.14770170500000013
19.53976,18.36472,17.34528,16.88374,16.53891,0.1783097395
19.32384,17.45959,16.529529999999998,16.11536,15.78328,0.08026002250000001
19.11356,17.347089999999998,16.4665,16.05762,15.751220000000002,0.05575117050000006
17.197129999999998,15.51495,14.80343,14.42581,14.28947,0.03231999399999997
16.52393,14.59294,13.76206,13.37495,13.06046,0.028552456499999965
17.459,15.63009,14.84335,14.4778,14.201570000000002,0.03579629950000001
18.91405,17.84727,17.41377,17.13864,16.94485,0.0592832935
17.12637,16.05186,15.68987,15.46032,15.32627,0.02629322055
20.25695,18.37653,17.26098,16.82234,16.52429,0.1453425065000001
20.58235,18.746270000000003,17.692320000000002,17.28964,16.91103,0.1396687015000001
18.85316,17.00323,16.06963,15.659670000000002,15.3176,0.0677675134999999
17.7626,16.360960000000002,15.66293,15.334929999999998,15.078870000000002,0.04889005229999995
17.753239999999998,16.40009,15.75387,15.36905,15.10801,0.05419118169999997
18.40706,17.17878,16.60709,16.257,16.07155,0.055570513000000016
19.2588,18.05528,17.46076,17.11105,16.88723,0.086708952
20.29514,18.49745,17.6442,17.24266,16.97721,0.0897589155
19.753770000000003,18.23231,17.54845,17.21002,16.90275,0.08337674999999999
21.25607,18.64833,17.62519,17.10746,16.64858,0.14506989900000009
19.53545,17.68683,16.644170000000003,16.21161,15.85064,0.12160067000000002
17.807779999999998,16.44122,15.85756,15.5125,15.29161,0.052202127849999974
19.68778,18.5639,17.98029,17.59604,17.40642,0.1344601530000001
19.98594,18.44927,17.57998,17.14047,16.7904,0.110650613
20.71484,18.65076,17.71259,17.28922,16.99171,0.11284627199999984
19.78418,18.11631,17.4494,17.08476,16.86571,0.07191978800000004
19.60038,18.11989,17.05074,16.58381,16.29498,0.15464806149999988
19.0276,17.226010000000002,16.483629999999998,16.08304,15.75198,0.06510283599999998
20.05377,18.42909,17.52679,17.13464,16.84026,0.10709710800000001
20.15157,18.30407,17.35201,16.89573,16.58214,0.1162846065000002
19.43955,18.17437,17.34151,16.90553,16.592029999999998,0.12017307000000019
20.97025,19.02709,17.87005,17.398320000000002,17.0385,0.15755282249999997
19.47466,17.94696,17.070610000000002,16.61049,16.28284,0.11583109500000005
19.95942,18.23192,17.32916,16.8486,16.503410000000002,0.11429040550000011
18.13854,16.9016,16.52448,16.25829,16.17041,0.03347364180000002
18.29332,17.49237,17.2416,17.11596,16.98909,0.048559286999999986
19.4849,18.16193,17.419079999999997,16.98124,16.70059,0.11961864950000013
19.62934,18.45951,17.65831,17.22615,16.969720000000002,0.14908039199999976
20.99555,18.9643,17.75967,17.27469,16.946189999999998,0.1798431599999999
19.05676,17.71981,17.047810000000002,16.67165,16.39001,0.07745112449999993
18.73765,17.5213,16.90776,16.5307,16.31936,0.07136893449999994
19.89263,18.30923,17.60264,17.21162,16.939970000000002,0.08982458950000005
18.21884,16.74981,16.06553,15.657979999999998,15.41809,0.058296441500000046
19.31009,17.800520000000002,16.8276,16.37011,16.024620000000002,0.12479390049999997
20.57264,18.49873,17.273629999999997,16.76135,16.38114,0.1671591715000002
20.43775,18.69505,17.79165,17.29672,16.93626,0.11631990299999996
20.46515,18.69082,17.64599,17.15051,16.78536,0.14235208400000007
19.13544,17.44491,16.474339999999998,15.98848,15.64347,0.07939133700000013
18.90908,17.344089999999998,16.63806,16.259439999999998,16.04042,0.08467953779999993
18.77798,17.59496,17.09895,16.84346,16.608620000000002,0.06294963
19.97892,18.49254,17.811410000000002,17.44666,17.15764,0.07312184899999997
18.52798,16.78691,16.08233,15.73186,15.484979999999998,0.051791352000000054
20.21234,18.22043,16.96023,16.460929999999998,16.11806,0.16604353399999983
17.92154,16.176920000000003,15.35714,14.93575,14.596229999999998,0.045238664500000005
17.86506,16.46601,15.79095,15.36738,15.09616,0.046760029849999975
16.43165,15.520270000000002,15.028579999999998,14.75609,14.44587,0.028686496399999973
18.24352,16.761110000000002,16.05099,15.68079,15.42361,0.062141851500000025
18.62584,17.31556,16.67289,16.28891,16.033,0.08458695250000002
19.78274,17.9999,17.103679999999997,16.60448,16.405179999999998,0.08896774599999996
19.32682,18.14664,17.65255,17.3415,17.21348,0.06315353449999991
20.44728,18.49064,17.49236,17.06952,16.71048,0.12201037300000005
20.83558,19.02038,17.80491,17.29437,16.9784,0.17721490750000005
20.49488,18.41121,17.32666,16.84775,16.44681,0.14166740999999988
18.87111,17.45949,16.704720000000002,16.30304,16.02131,0.08557032999999996
20.36679,18.61,17.4295,16.95719,16.62785,0.1673860865000002
20.131870000000003,18.07094,17.023889999999998,16.56304,16.16992,0.13183636949999986
19.77283,17.85555,16.91229,16.47893,16.1758,0.089745498
19.29238,17.34436,16.43481,16.512079999999997,15.659679999999998,0.07517521275
20.22314,18.37843,17.42077,17.02435,16.66874,0.09639854749999993
20.97011,18.98044,17.742820000000002,17.26369,16.90775,0.1851393849999999
20.6135,18.54101,17.532610000000002,17.0932,16.72511,0.12276124149999995
18.61719,16.9464,16.26136,15.921129999999998,15.66329,0.05831634149999997
17.41091,15.43873,14.52421,14.10209,13.75389,0.03555027049999998
19.66698,18.19482,17.44866,17.058970000000002,16.77675,0.09286417399999994
19.78091,18.0074,17.10069,16.59594,16.23447,0.09636325600000001
20.34242,18.38297,17.45166,17.03065,16.72108,0.09331703849999996
19.49226,18.24876,17.60868,17.18417,16.93463,0.11604743700000006
20.25374,18.31255,17.27516,16.831889999999998,16.44391,0.12431523700000004
18.655520000000003,17.7218,17.30003,17.06865,16.89873,0.06060905349999999
19.46348,17.96734,17.34042,16.79071,16.509870000000003,0.09194860549999985
20.18529,18.36224,17.43616,17.03206,16.73239,0.09929589049999998
19.35538,18.21166,17.72665,17.44756,17.25981,0.06065581400000003
18.60545,17.79402,17.1951,16.84735,16.69132,0.09765361900000002
19.01708,17.12947,16.2617,15.837079999999998,15.53395,0.07949705350000004
19.80555,18.04845,17.20015,16.7619,16.4381,0.08368691599999992
19.67745,18.35437,17.848,17.4922,17.23956,0.07430794849999993
18.9136,16.95823,16.06085,15.64688,15.33137,0.0698164959999999
20.44754,18.66905,17.56745,17.119329999999998,16.74992,0.15678647900000017
19.91018,18.48882,17.86305,17.49879,17.21161,0.08369010999999987
19.26253,18.01343,17.42332,17.02986,16.82356,0.08681712009999995
18.98352,17.87515,17.42857,17.11758,17.017329999999998,0.07191987500000009
19.93972,18.14553,17.18081,16.75265,16.41235,0.10908636549999995
18.89364,17.53331,16.93337,16.64809,16.41347,0.05766042600000005
19.45934,17.47832,16.42205,15.98763,15.62898,0.1038980415
19.89964,18.12491,17.03738,16.61383,16.2318,0.14385761549999998
19.9361,18.51376,17.59375,17.13601,16.823729999999998,0.14305662850000006
18.93435,17.5005,16.77471,16.341720000000002,16.03622,0.08271982859999996
20.34135,18.3925,17.45467,17.021179999999998,16.59412,0.09945169749999995
18.86364,16.9261,15.90954,15.48083,15.1267,0.08035043349999993
19.86416,17.94325,16.82589,16.36439,15.97681,0.1319178879999999
20.18856,18.51848,17.54637,17.08301,16.75907,0.14182497849999995
19.65598,18.57344,17.881439999999998,17.50317,17.26645,0.139593412
19.94088,18.55375,17.76565,17.3987,17.092679999999998,0.13198688849999995
20.86942,18.91135,17.72759,17.253320000000002,16.847839999999998,0.16590688999999995
19.14242,17.25649,16.1987,15.77256,15.40077,0.09478083350000002
20.26067,18.42456,17.62823,17.28047,17.04557,0.08950762799999998
20.67812,18.62411,17.596020000000003,17.15173,16.82076,0.13444492500000002
20.23972,19.16793,19.30448,20.29568,22.83204,0.058486679
20.83383,18.78201,17.780179999999998,17.34532,16.98173,0.1197487334999999
19.10734,18.16152,17.85575,17.6435,17.58244,0.05207477160000003
18.42675,16.77958,15.95635,15.53871,15.1832,0.06546487500000002
19.21215,18.1997,17.85357,17.63325,17.55872,0.04929976509999998
17.37508,15.69816,15.0955,14.77516,14.5654,0.03989723299999999
20.52513,18.64723,17.563779999999998,17.10847,16.7539,0.14077074950000004
18.61085,17.51809,17.06091,16.82303,16.65455,0.05808906699999996
20.01309,18.65697,17.93743,17.56198,17.33253,0.1293347325
19.44671,18.38476,17.47822,17.03325,16.72567,0.19978866849999996
19.11816,17.56635,16.90036,16.54769,16.34664,0.0787424825
20.16249,18.60296,17.77867,17.354129999999998,17.028589999999998,0.11265907249999982
20.94979,18.91958,17.63672,17.1636,16.82763,0.20038681500000036
19.72334,18.3281,17.59021,17.17878,16.87499,0.08711602500000007
19.5062,18.33482,17.739179999999998,17.39915,17.1727,0.10303385249999994
16.50655,15.06163,14.42506,14.09684,13.86673,0.0299235313
19.64553,18.05481,17.00047,16.55578,16.15585,0.1393022055
20.57477,18.84544,17.787020000000002,17.354210000000002,16.96365,0.14255052099999999
17.435389999999998,15.70974,14.898370000000002,14.46278,14.146120000000002,0.04123463900000002
20.75499,18.73311,17.69615,17.214660000000002,16.820729999999998,0.13191043649999995
20.02327,18.18372,17.24858,16.85325,16.50881,0.11050887900000009
19.86779,18.20835,17.31286,16.881,16.55834,0.10644001499999996
21.97393,18.70251,17.71435,17.27703,16.95776,0.13705368099999993
20.98344,18.62786,17.48159,17.00393,16.58601,0.1600542915
18.40535,17.267020000000002,16.80335,16.57255,16.40544,0.05006665399999995
19.54822,17.63364,16.6382,16.20103,15.9036,0.10801711000000004
19.64541,18.01482,17.09897,16.692729999999997,16.38421,0.10542514149999987
19.61036,17.894460000000002,16.92742,16.473860000000002,16.09779,0.11130900349999993
17.35671,15.89909,15.27764,14.86448,14.68374,0.046006815499999985
19.46759,18.26987,17.6814,17.37751,17.182129999999997,0.1010235344999999
17.8968,15.954670000000002,15.036929999999998,14.61653,14.25529,0.047620544999999986
20.34982,18.01554,17.40166,17.05039,16.92933,0.07577859904999995
19.79716,18.18044,17.47962,17.09286,16.82066,0.08411318399999995
20.35887,18.9196,17.84293,17.35669,17.00504,0.1700775049999999
20.32637,18.73506,17.79835,17.35239,16.988139999999998,0.1459496654999999
17.880770000000002,16.008329999999997,15.10251,14.68362,14.36187,0.04707808050000001
21.24831,19.54988,18.7395,17.87971,17.56336,0.13003749150000002
19.47513,17.87252,16.95001,16.468989999999998,16.07434,0.11849512450000016
20.06824,18.54276,17.77721,17.301820000000003,16.968729999999997,0.11098733599999995
17.01495,15.392779999999998,14.63621,14.218379999999998,13.94521,0.031965175650000004
20.39692,18.40359,17.24811,16.70769,16.24783,0.16148258849999986
19.33698,17.92401,17.168110000000002,16.700979999999998,16.42726,0.11920817350000014
19.18985,17.414089999999998,16.50362,15.9199,15.48411,0.08329557100000001
18.52744,16.58589,15.70563,15.286170000000002,14.962929999999998,0.060167285500000084
20.51702,18.68235,17.62438,17.170479999999998,16.845579999999998,0.14368047350000024
19.79195,18.3048,17.44598,16.99408,16.73068,0.11781494799999975
19.01158,17.65721,16.998260000000002,16.60109,16.333460000000002,0.07073678199999997
19.20312,17.61794,16.79082,16.35659,16.05098,0.10431348199999993
21.85348,19.27258,17.785220000000002,17.21625,16.849079999999997,0.2426649799999999
19.57228,18.2441,17.65633,17.28906,17.077370000000002,0.10643072799999982
18.42428,16.742160000000002,15.973070000000002,15.58375,15.25632,0.0542611795
20.6207,18.79987,17.68366,17.250999999999998,16.88203,0.1482930600000001
20.50292,18.75196,17.601229999999997,17.160120000000003,16.8496,0.17046699500000007
19.52778,18.25817,17.50712,17.10494,16.89725,0.12667797399999997
17.68845,15.7056,14.79314,14.36887,14.05424,0.04761470449999987
17.33756,16.33504,15.95784,15.74539,15.58844,0.03395655449999997
17.97237,16.86599,16.35374,16.065479999999997,15.81331,0.055892962000000025
19.35217,17.424220000000002,16.68017,16.322860000000002,16.0709,0.057975360199999944
18.61229,17.471339999999998,17.06397,16.837770000000003,16.65646,0.04715198799999996
18.68091,17.1915,16.60512,16.2893,16.0323,0.0801558211000002
19.14397,17.97521,17.35729,16.982689999999998,16.76259,0.100245523
19.19487,17.80826,16.983970000000003,16.569029999999998,16.29954,0.11577910049999993
20.62704,18.727870000000003,17.60257,17.15395,16.79478,0.15763519449999994
20.50796,18.48186,17.345229999999997,16.89977,16.57089,0.15344277050000005
20.16677,18.28278,17.113229999999998,16.585639999999998,16.23001,0.17260757300000004
19.21943,17.984720000000003,17.43095,17.12039,16.927770000000002,0.07203847205000002
19.01576,17.871920000000003,17.22813,16.83951,16.65405,0.10190080400000008
20.32938,18.16581,17.04972,16.55602,16.14366,0.14827662449999993
20.85666,18.870520000000003,17.6604,17.19207,16.85574,0.183294815
21.04014,18.84247,17.46658,16.96782,16.62116,0.20139414150000007
19.17448,17.45479,16.67534,16.31638,16.0233,0.06510938649999998
19.45403,17.573420000000002,16.51357,16.05309,15.682670000000002,0.10492737500000004
19.36694,17.64794,16.791320000000002,16.439120000000003,16.16946,0.07808961070000012
21.33151,19.09697,17.727439999999998,17.21571,16.898770000000003,0.21647496499999996
19.86709,18.331570000000003,17.3317,16.83338,16.4898,0.14392305599999994
17.94011,15.9749,15.1055,14.67806,14.369879999999998,0.052054241999999994
24.54161,19.68222,18.61007,18.1554,17.79285,0.10261567300000009
19.96056,18.56685,17.36335,16.83935,16.49026,0.20150181
19.12735,17.93122,17.14996,16.72501,16.50969,0.12994138949999992
19.53761,18.53142,17.648989999999998,17.2187,16.986539999999998,0.17761785599999982
19.6374,17.99321,16.9931,16.5507,16.2527,0.11722876299999997
19.29138,17.949479999999998,17.225089999999998,16.84854,16.558670000000003,0.09601674850000004
16.57403,14.85409,14.10586,13.72744,13.4538,0.027602646499999973
19.63504,18.34028,17.53425,17.13222,16.812929999999998,0.12689665200000008
19.92077,18.33628,17.43635,16.97273,16.645570000000003,0.11912039849999985
19.25625,17.99119,17.33849,16.93604,16.69266,0.1174907459999999
18.83736,17.41912,16.54782,16.16797,15.87429,0.08254373094999994
19.15482,17.92584,17.06157,16.61301,16.33488,0.13548852049999988
18.98654,17.05569,16.18686,15.7678,15.45385,0.073644547
19.84668,17.86654,16.90256,16.46935,16.092660000000002,0.10372440300000006
19.87335,18.12835,17.24326,16.83247,16.53378,0.08881232599999991
19.08532,18.04634,17.65025,17.403010000000002,17.28858,0.06524250450000006
21.08515,18.96999,17.4662,16.90481,16.519029999999997,0.2289727799999999
20.01805,18.11476,17.12833,16.64757,16.25402,0.11513816499999986
19.88554,18.15577,17.314329999999998,16.90234,16.626920000000002,0.09108963149999998
19.91551,17.833560000000002,16.8802,16.46481,16.10054,0.10407376349999996
18.5707,17.2973,16.5702,16.15794,15.873829999999998,0.07862047200000005
14.52883,12.68366,11.96666,11.58168,11.34638,0.012739345799999946
19.35964,18.28944,17.76386,17.421,17.28161,0.08608840649999988
20.73319,18.71212,17.75835,17.35049,16.9948,0.10423929599999993
18.12526,16.755779999999998,16.11512,15.71247,15.50894,0.05944543250000005
